ID;Project;Pull Number;Pull Request Link;Pull Request Title;Is Merged?;Has a Challenge/BadPractice?;Is CPS-Specific?;Bad Practice;Challenge/Barrier;Mitigation;Restructuring
479;ros-planning/navigation2;2263;https://github.com/ros-planning/navigation2/pull/2263;Replaced sensor_msgs PointCloud to sensor_msgs PointCloud2;TRUE;NO;;;;;
480;ros-planning/navigation2;2295;https://github.com/ros-planning/navigation2/pull/2295;audited and removed unnecessarily complex launch configurations;TRUE;NO;;;;;
481;ros-planning/navigation2;2335;https://github.com/ros-planning/navigation2/pull/2335;Fix script error in codecov validation;TRUE;NO;;;;;
482;ros-planning/navigation2;2269;https://github.com/ros-planning/navigation2/pull/2269;Goal Checker selector;TRUE;NO;;;;;
483;ros-planning/navigation2;2344;https://github.com/ros-planning/navigation2/pull/2344;Rebuild CI images when there are dependency updates;TRUE;YES;NO;Build Duration_Unneeded tasks are scheduled in the build process;;;Performance_Remove Unneeded environments/scripts/tasks
484;ros-planning/navigation2;2371;https://github.com/ros-planning/navigation2/pull/2371;Initialize environment for when no trigger is tripped;TRUE;YES;NO;Build Triggering;;;
485;ros-planning/navigation2;2391;https://github.com/ros-planning/navigation2/pull/2391;Use fastcov to speed up coverage for CI;TRUE;YES;NO;Infrastructure Choices_Software_A task is implemented using an unsuitable tool/plugin;;;Maintainability_Replace tools/methods for accomplishing a specific task
486;ros-planning/navigation2;2401;https://github.com/ros-planning/navigation2/pull/2401;Cache ccache folder in CI workspace;TRUE;YES;NO;Build Dependencies Management_Inappropriate choice about what to cache;;;Performance_Change Caching configuration
487;ros-planning/navigation2;2392;https://github.com/ros-planning/navigation2/pull/2392;Revert CI image to build from osrf ros2 testing;TRUE;NO;;;;;
488;ros-planning/navigation2;2405;https://github.com/ros-planning/navigation2/pull/2405;Refactor actions to rebuild CI image from CI;TRUE;YES;NO;Infrastructure Choices_Software_Wrong Choice of the CI/CD framework being used;;;Maintainability_Replace tools/methods for accomplishing a specific task
489;ros-planning/navigation2;2532;https://github.com/ros-planning/navigation2/pull/2532;remove old build tools;TRUE;YES;NO;Build Execution_Include unneeded environment;;;Performance_Remove Unneeded environments/scripts/tasks
490;ros-planning/navigation2;2473;https://github.com/ros-planning/navigation2/pull/2473;Spawn turtlebot3 separately;TRUE;YES;YES;;Simulators_Interacting environment;Resources_Change simulator settings;
491;ros-planning/navigation2;2735;https://github.com/ros-planning/navigation2/pull/2735;increase general test coverage;TRUE;NO;;;;;
492;ros-planning/navigation2;208;https://github.com/ros-planning/navigation2/pull/208;changing build script language to be more clear;FALSE;YES;NO;Build Output_Build reports contain verbose, irrelevant information;;;Dashboard/Notifications_Improve readability of the build log
493;ros-planning/navigation2;293;https://github.com/ros-planning/navigation2/pull/293;Small fixes in build_all sh;FALSE;NO;;;;;
494;ros-planning/navigation2;269;https://github.com/ros-planning/navigation2/pull/269;Move tolerance to param;FALSE;NO;;;;;
495;ros-planning/navigation2;527;https://github.com/ros-planning/navigation2/pull/527;Disable unstable system test in Travis;FALSE;YES;NO;Build Execution_Pipeline steps/stages are skipped arbitrarily;;;
496;ros-planning/navigation2;558;https://github.com/ros-planning/navigation2/pull/558;WIP Remove unneccessary additional ROS 2 dependencies;FALSE;YES;NO;Build Dependencies Management_Including unneeded dependencies;;;Performance_Remove Unneeded environments/scripts/tasks
497;ros-planning/navigation2;984;https://github.com/ros-planning/navigation2/pull/984;WIP Change retry count to 100 for system tests;FALSE;YES;NO;;Flaky Behaviour_Interaction between different features;Flakiness_Retry;
498;ros-planning/navigation2;1038;https://github.com/ros-planning/navigation2/pull/1038;Split robot specific parameters into separate yaml;FALSE;YES;NO;Build Maintainability_Lengthy build scripts;;;Maintainability_Split build scripts/jobs
498;ros-planning/navigation2;1038;https://github.com/ros-planning/navigation2/pull/1038;Split robot specific parameters into separate yaml;FALSE;YES;YES;;Throroughness_Phases_Automated HIL testing impossible dues to too many different real devices;;
499;ros-planning/navigation2;1144;https://github.com/ros-planning/navigation2/pull/1144;multirobot Part1 Spawn multiple robots into Gazebo;FALSE;NO;;;;;
500;ros-planning/navigation2;1058;https://github.com/ros-planning/navigation2/pull/1058;Add support for multi robot nav2 simulation;FALSE;NO;;;;;
501;ros-planning/navigation2;1644;https://github.com/ros-planning/navigation2/pull/1644;Added preemption to recovery server;FALSE;NO;;;;;
502;ros-planning/navigation2;1586;https://github.com/ros-planning/navigation2/pull/1586;Feedback in navigation2 actions;FALSE;NO;;;;;
503;ros-planning/navigation2;1927;https://github.com/ros-planning/navigation2/pull/1927;test sprint generate report for nav2_system_tests included in coverage report;FALSE;YES;NO;Quality Assurance_Testing_Code coverage tools are run only while performing testing different from unit and integration (e.g., performance testing);;;
504;ros-planning/navigation2;1928;https://github.com/ros-planning/navigation2/pull/1928;Add BT based implementation of waypoint_follower;FALSE;NO;;;;;
505;ros-planning/navigation2;2679;https://github.com/ros-planning/navigation2/pull/2679;Fix Multirobot demo add waypoint follower section to params;FALSE;NO;;;;;
506;ros-planning/navigation2;2579;https://github.com/ros-planning/navigation2/pull/2579;Shim controller;FALSE;NO;;;;;
507;UAVCAN/libcanard;10;https://github.com/UAVCAN/libcanard/pull/10;Fix clang build Switch to container based build infrastructure;TRUE;NO;;;;;
508;UAVCAN/libcanard;140;https://github.com/UAVCAN/libcanard/pull/140;SonarQube integration;TRUE;NO;;;;;
509;UAVCAN/libcanard;187;https://github.com/UAVCAN/libcanard/pull/187;Add docker utility;TRUE;NO;;;;;
510;UAVCAN/libcanard;180;https://github.com/UAVCAN/libcanard/pull/180;Fix issues with actions;FALSE;NO;;;;;
511;CopterExpress/clover;34;https://github.com/CopterExpress/clover/pull/34;Image builder ROS environment fix arguments support in chroot scrip;TRUE;NO;;;;;
512;CopterExpress/clover;62;https://github.com/CopterExpress/clover/pull/62;Add UART article new UART configure of image;TRUE;NO;;;;;
513;CopterExpress/clover;91;https://github.com/CopterExpress/clover/pull/91;ros Add compressed_image_transport installation;TRUE;NO;;;;;
514;CopterExpress/clover;102;https://github.com/CopterExpress/clover/pull/102;Use official Raspbian mirror cache downloaded image;TRUE;YES;NO;Build Execution_Rely on a wrong image;;;
515;CopterExpress/clover;163;https://github.com/CopterExpress/clover/pull/163;Rework gitbook add Clever 4 instruction;TRUE;NO;;;;;
516;CopterExpress/clover;225;https://github.com/CopterExpress/clover/pull/225;Install pyzbar to image;TRUE;NO;;;;;
517;CopterExpress/clover;216;https://github.com/CopterExpress/clover/pull/216;Average camera calibration;TRUE;NO;;;;;
518;CopterExpress/clover;193;https://github.com/CopterExpress/clover/pull/193;Move to Raspbian Buster;TRUE;YES;YES;;Throroughness_Phases_Testing Discrepancies between SIL and HIL;;
519;CopterExpress/clover;237;https://github.com/CopterExpress/clover/pull/237;My changes to simulator config;TRUE;YES;YES;;Simulators_Integration issues with the CPS;Resources_Change simulator settings;
520;CopterExpress/clover;254;https://github.com/CopterExpress/clover/pull/254;Add official Clover simulation config;TRUE;NO;;;;;
521;CopterExpress/clover;300;https://github.com/CopterExpress/clover/pull/300;Simulator Add default ArUco map based on cmit txt;TRUE;NO;;;;;
522;CopterExpress/clover;335;https://github.com/CopterExpress/clover/pull/335;GitHub Actions image build;TRUE;YES;NO;Build Triggering_Poor build triggering strategy (e.g., build each single commit or, on the contrary, build less than once a day);;;Build Policy_Modify the triggering strategy
523;CopterExpress/clover;135;https://github.com/CopterExpress/clover/pull/135;ROS Melodic compatibility for aruco_pose package;FALSE;YES;YES;;Throroughness_Phases_Testing Discrepancies between SIL and HIL;;
523;CopterExpress/clover;135;https://github.com/CopterExpress/clover/pull/135;ROS Melodic compatibility for aruco_pose package;FALSE;YES;NO;Build Maintainability_Customization over a specific environment (e.g., rework for making the system running on a different OS);;;
524;CopterExpress/clover;103;https://github.com/CopterExpress/clover/pull/103;Echo executing commands in builder;FALSE;NO;;;;;
525;CopterExpress/clover;333;https://github.com/CopterExpress/clover/pull/333;Github Actions image;FALSE;YES;NO;Build Output_Build reports contain verbose, irrelevant information;;;Dashboard/Notifications_Improve readability of the build log
526;dartsim/dart;130;https://github.com/dartsim/dart/pull/130;Installing 3rd party library packages from ppa instead of building the sources directly;TRUE;YES;NO;Builld Initialization_Inappropriate build environment clean-up strategy (i.e., whether to (not) use incremental builds);;;Build Process Organization_Update checks in the build process
527;dartsim/dart;269;https://github.com/dartsim/dart/pull/269;Build test on Windows using AppVeyor;TRUE;NO;;;;;
528;dartsim/dart;309;https://github.com/dartsim/dart/pull/309;Fix API compatibility of dart 4 3;TRUE;NO;;;;;
529;dartsim/dart;365;https://github.com/dartsim/dart/pull/365;Add appveyor options for parallel build and detailed log;TRUE;NO;;;;;
530;dartsim/dart;468;https://github.com/dartsim/dart/pull/468;Update homebrew formula before installing pacakges;TRUE;NO;;;;;
531;dartsim/dart;486;https://github.com/dartsim/dart/pull/486;Fix build issues on Windows;TRUE;NO;;;;;
532;dartsim/dart;529;https://github.com/dartsim/dart/pull/529;Reduce Travis CI build log on Mac;TRUE;YES;NO;Build Output_Build reports contain verbose, irrelevant information;;;Dashboard/Notifications_Improve readability of the build log
533;dartsim/dart;543;https://github.com/dartsim/dart/pull/543;Add cmake option DART_MSVC_DEFAULT_OPTIONS for Visual Studio build;TRUE;YES;NO;Infrastructure Choices_Software_External tools are used with their default configurations;;;Maintainability_Replace tools/methods for accomplishing a specific task
534;dartsim/dart;638;https://github.com/dartsim/dart/pull/638;Fix invalid coveralls report file generation with multiline commit message;TRUE;NO;;;;;
535;dartsim/dart;650;https://github.com/dartsim/dart/pull/650;Travis build test with Bullet;TRUE;NO;;;;;
536;dartsim/dart;682;https://github.com/dartsim/dart/pull/682;Configure Travis to treat warnings as errors;TRUE;YES;NO;Build Outcome_A build is succeeded when a task is failed or an error is thrown;;;Build Policy_Change how the build outcome is determined
537;dartsim/dart;884;https://github.com/dartsim/dart/pull/884;Install libccd enabled ODE on macOS;TRUE;NO;;;;;
538;dartsim/dart;932;https://github.com/dartsim/dart/pull/932;Cache apt and Homebrew to speed up Travis CI;TRUE;YES;NO;Infrastructure Choices_Software_A task is implemented using an unsuitable tool/plugin;;;Performance_Change Caching configuration
539;dartsim/dart;956;https://github.com/dartsim/dart/pull/956;Fix various build issues with Visual Studio 2017 15 5 3;TRUE;YES;NO;Build Output_Build reports contain verbose, irrelevant information;;;Dashboard/Notifications_Improve readability of the build log
539;dartsim/dart;956;https://github.com/dartsim/dart/pull/956;Fix various build issues with Visual Studio 2017 15 5 3;TRUE;YES;NO;Build Maintainability_Customization over a specific environment (e.g., rework for making the system running on a different OS);;;
540;dartsim/dart;998;https://github.com/dartsim/dart/pull/998;Add installation test to Travis;TRUE;NO;;;;;
541;dartsim/dart;1018;https://github.com/dartsim/dart/pull/1018;Update vcpkg before installing packages;TRUE;NO;;;;;
542;dartsim/dart;1015;https://github.com/dartsim/dart/pull/1015;Add in source build script for examples tutorials;TRUE;NO;;;;;
543;dartsim/dart;1041;https://github.com/dartsim/dart/pull/1041;Update CI scripts to exit immediately on failure;TRUE;YES;NO;Build Outcome_A build is succeeded when a task is failed or an error is thrown;;;Build Policy_Change how the build outcome is determined
544;dartsim/dart;887;https://github.com/dartsim/dart/pull/887;Add an analytic IK solver IkFast;TRUE;NO;;;;;
545;dartsim/dart;1196;https://github.com/dartsim/dart/pull/1196;Setup Azure Pipelines;TRUE;NO;;;;;
546;dartsim/dart;1212;https://github.com/dartsim/dart/pull/1212;Drop supporting Trusty and use imported targets for dependencies;TRUE;NO;;;;;
547;dartsim/dart;1219;https://github.com/dartsim/dart/pull/1219;Fix failure of ContactConstraint ContactWithKinematicJoint on Ubuntu 32 bit;TRUE;NO;;;;;
548;dartsim/dart;1223;https://github.com/dartsim/dart/pull/1223;Fail to find a component if one of its external dependencies is missing;TRUE;YES;NO;Build Output_Some tasks are executed without clearly reporting their results in the build output;;;Build Policy_Change how the build outcome is determined
549;dartsim/dart;1225;https://github.com/dartsim/dart/pull/1225;Support multiple CMake conventions for _FOUND variable;TRUE;NO;;;;;
550;dartsim/dart;1269;https://github.com/dartsim/dart/pull/1269;Add mojave test case;TRUE;NO;;;;;
551;dartsim/dart;1296;https://github.com/dartsim/dart/pull/1296;Disable building on Appveyor until CMake 3 14 installed;TRUE;NO;;;;;
552;dartsim/dart;1307;https://github.com/dartsim/dart/pull/1307;Switch to pybind11 for dartpy;TRUE;NO;;;;;
553;dartsim/dart;1341;https://github.com/dartsim/dart/pull/1341;Update build scripts for uploading dartpy to PyPI;TRUE;NO;;;;;
554;dartsim/dart;1390;https://github.com/dartsim/dart/pull/1390;Set Azure timeout to 2 hours for all the jobs;TRUE;NO;;;;;
555;dartsim/dart;1400;https://github.com/dartsim/dart/pull/1400;Azure install vcpkg dependencies for utils component;TRUE;NO;;;;;
556;dartsim/dart;1419;https://github.com/dartsim/dart/pull/1419;Split build tests to balance loads on CI services;TRUE;YES;NO;"Build Duration_Build time for the ""commit stage"" overcomes the 10-minutes rule";;;Performance_Introduce Parallelization
557;dartsim/dart;1458;https://github.com/dartsim/dart/pull/1458;Use pre built vcpkg packages to reduce build time;TRUE;YES;NO;Builld Initialization_Inappropriate build environment clean-up strategy (i.e., whether to (not) use incremental builds);;;Build Policy_Modify the triggering strategy
558;dartsim/dart;1486;https://github.com/dartsim/dart/pull/1486;Add build on Groovy to GitHub Actions;TRUE;NO;;;;;
559;dartsim/dart;1509;https://github.com/dartsim/dart/pull/1509;Fix compatibility with clang cl;TRUE;NO;;;;;
560;dartsim/dart;1510;https://github.com/dartsim/dart/pull/1510;Fix MSVC linking for assimp and fcl;TRUE;NO;;;;;
561;dartsim/dart;1515;https://github.com/dartsim/dart/pull/1515;Fix dartpy build in Dockerfile;TRUE;NO;;;;;
562;dartsim/dart;1518;https://github.com/dartsim/dart/pull/1518;Cleanup CI settings;TRUE;NO;;;;;
563;dartsim/dart;1530;https://github.com/dartsim/dart/pull/1530;Fix installing dependencies on macOS image;TRUE;NO;;;;;
564;dartsim/dart;1541;https://github.com/dartsim/dart/pull/1541;Fix Aspect Composite relate tests on Windows MSVC by marking every class with virtual base with appropriate pragmas;TRUE;NO;;;;;
565;dartsim/dart;1552;https://github.com/dartsim/dart/pull/1552;Replace OpenGL dependency CMake variables with targets;TRUE;NO;;;;;
566;dartsim/dart;1560;https://github.com/dartsim/dart/pull/1560;Update required minimum versions CMake 3 10 2 and C C 17;TRUE;NO;;;;;
567;dartsim/dart;1566;https://github.com/dartsim/dart/pull/1566;Move gh pages deploy from Travis to GitHub Actions;TRUE;NO;;;;;
568;dartsim/dart;1582;https://github.com/dartsim/dart/pull/1582;Add archlinux to CI;TRUE;NO;;;;;
569;dartsim/dart;1600;https://github.com/dartsim/dart/pull/1600;Increase required C standard to C 17;TRUE;NO;;;;;
570;dartsim/dart;1629;https://github.com/dartsim/dart/pull/1629;Treat warnings as errors on release mode;TRUE;YES;NO;Build Outcome_A build is succeeded when a task is failed or an error is thrown;;;Build Policy_Change how the build outcome is determined
571;dartsim/dart;1635;https://github.com/dartsim/dart/pull/1635;Clean up unit tests;TRUE;YES;NO;Repository Structure_Test cases are not organized in folders based on their purposes;;;
572;dartsim/dart;1640;https://github.com/dartsim/dart/pull/1640;Use fclConfig cmake;TRUE;NO;;;;;
573;dartsim/dart;913;https://github.com/dartsim/dart/pull/913;Switch to vcpkg for installing DART dependencies on Windows;FALSE;YES;NO;Build Dependencies Management;;;Build Policy_Change the dependencies' installation policy
574;dartsim/dart;995;https://github.com/dartsim/dart/pull/995;Install dependencies only when not installed;FALSE;YES;NO;Build Dependencies Management;;;Build Process Organization_Update checks in the build process
575;dartsim/dart;1097;https://github.com/dartsim/dart/pull/1097;Add CI scripts for automatic API document generation;FALSE;NO;;;;;
576;dartsim/dart;1194;https://github.com/dartsim/dart/pull/1194;Set up CI with Azure Pipelines;FALSE;NO;;;;;
577;dartsim/dart;1356;https://github.com/dartsim/dart/pull/1356;Add memcheck to build script and CI test;FALSE;NO;;;;;
578;rusefi/rusefi;389;https://github.com/rusefi/rusefi/pull/389;Fixed Posix simulator;TRUE;NO;;;;;
579;rusefi/rusefi;622;https://github.com/rusefi/rusefi/pull/622;Simulator make add r option;TRUE;NO;;;;;
580;rusefi/rusefi;953;https://github.com/rusefi/rusefi/pull/953;Sensors composition inheritance;TRUE;NO;;;;;
581;rusefi/rusefi;825;https://github.com/rusefi/rusefi/pull/825;Enable link time optimization;TRUE;NO;;;;;
582;rusefi/rusefi;1018;https://github.com/rusefi/rusefi/pull/1018;Add workflow for firmware fix simulator build trigger builds on PR;TRUE;NO;;;;;
583;rusefi/rusefi;1148;https://github.com/rusefi/rusefi/pull/1148;LGTM configuration file;TRUE;NO;;;;;
584;rusefi/rusefi;1211;https://github.com/rusefi/rusefi/pull/1211;save some ram;TRUE;NO;;;;;
585;rusefi/rusefi;1414;https://github.com/rusefi/rusefi/pull/1414;board subaru ej20g remove;TRUE;NO;;;;;
586;rusefi/rusefi;1507;https://github.com/rusefi/rusefi/pull/1507;Remove duplicated workflow;TRUE;YES;NO;Build Execution_Include unneeded environment;;;Performance_Remove Unneeded environments/scripts/tasks
587;rusefi/rusefi;1543;https://github.com/rusefi/rusefi/pull/1543;gen_config cache;TRUE;NO;;;;;
588;rusefi/rusefi;1555;https://github.com/rusefi/rusefi/pull/1555;fix signature;TRUE;NO;;;;;
589;rusefi/rusefi;1583;https://github.com/rusefi/rusefi/pull/1583;Use github actions to build and upload bundles;TRUE;NO;;;;;
590;rusefi/rusefi;1619;https://github.com/rusefi/rusefi/pull/1619;Only run push job if commit found no changes;TRUE;YES;NO;Build Triggering_Poor build triggering strategy (e.g., build each single commit or, on the contrary, build less than once a day);;;Build Process Organization_Update checks in the build process
591;rusefi/rusefi;716;https://github.com/rusefi/rusefi/pull/716;More compatibility for ADC_inputs etc;TRUE;NO;;;;;
592;rusefi/rusefi;1820;https://github.com/rusefi/rusefi/pull/1820;Cypress CI;TRUE;NO;;;;;
593;rusefi/rusefi;1891;https://github.com/rusefi/rusefi/pull/1891;disable i2c other unused features;TRUE;NO;;;;;
594;rusefi/rusefi;1905;https://github.com/rusefi/rusefi/pull/1905;daily builds;TRUE;NO;;;;;
595;rusefi/rusefi;2106;https://github.com/rusefi/rusefi/pull/2106;Partition configs by board type;TRUE;NO;;;;;
596;rusefi/rusefi;2070;https://github.com/rusefi/rusefi/pull/2070;Trigger action;TRUE;YES;NO;Build Triggering_Some pipeline's tasks are started manually;;;
597;rusefi/rusefi;2256;https://github.com/rusefi/rusefi/pull/2256;improve build time by 40;TRUE;NO;;;;;
598;rusefi/rusefi;2311;https://github.com/rusefi/rusefi/pull/2311;include board c from hw_ports mk;TRUE;YES;YES;;Throroughness_Phases_Automated HIL testing impossible dues to too many different real devices;;
599;rusefi/rusefi;2304;https://github.com/rusefi/rusefi/pull/2304;add proteus hw ci yaml;TRUE;NO;;;;;
600;rusefi/rusefi;2371;https://github.com/rusefi/rusefi/pull/2371;set MCU type properly;TRUE;NO;;;;;
601;rusefi/rusefi;2377;https://github.com/rusefi/rusefi/pull/2377;deduplication in halconf;TRUE;NO;;;;;
602;rusefi/rusefi;1081;https://github.com/rusefi/rusefi/pull/1081;scripts add scripts for linux;TRUE;NO;;;;;
603;rusefi/rusefi;2588;https://github.com/rusefi/rusefi/pull/2588;add option for manually running workflow;TRUE;YES;NO;Build Triggering_Poor build triggering strategy (e.g., build each single commit or, on the contrary, build less than once a day);;;Build Policy_Modify the triggering strategy
604;rusefi/rusefi;2657;https://github.com/rusefi/rusefi/pull/2657;Proteus legacy vs non legacy F7;TRUE;NO;;;;;
605;rusefi/rusefi;2688;https://github.com/rusefi/rusefi/pull/2688;Update main yaml;TRUE;NO;;;;;
606;rusefi/rusefi;2717;https://github.com/rusefi/rusefi/pull/2717;make the simulator usable;TRUE;NO;;;;;
607;rusefi/rusefi;2738;https://github.com/rusefi/rusefi/pull/2738;Update main yaml;TRUE;NO;;;;;
608;rusefi/rusefi;2794;https://github.com/rusefi/rusefi/pull/2794;simulator usability;TRUE;YES;YES;;Simulators_Installation and Setting;Resources_Change simulator settings;
609;rusefi/rusefi;2798;https://github.com/rusefi/rusefi/pull/2798;don t include simulator debug info;TRUE;YES;YES;;Simulators_Installation and Setting;Resources_Change simulator settings;
610;rusefi/rusefi;2843;https://github.com/rusefi/rusefi/pull/2843;try something with hardware ci;TRUE;YES;NO;Build Maintainability_Build configurations are cloned in different environments;;;Maintainability_Use matrix expansion feature or list job configuration explicitly
611;rusefi/rusefi;2977;https://github.com/rusefi/rusefi/pull/2977;Sensor pins;TRUE;NO;;;;;
612;rusefi/rusefi;2985;https://github.com/rusefi/rusefi/pull/2985;O2 input;TRUE;NO;;;;;
613;rusefi/rusefi;3042;https://github.com/rusefi/rusefi/pull/3042;Fix Pinouts bug;TRUE;NO;;;;;
614;rusefi/rusefi;3056;https://github.com/rusefi/rusefi/pull/3056;shorter CI names;TRUE;YES;NO;Build Maintainability_Missing/Poor strict naming convention for build jobs;;;Maintainability_Rename steps/tasks/scripts/jobs
615;rusefi/rusefi;3079;https://github.com/rusefi/rusefi/pull/3079;Feature 3014 migrating to gradle;TRUE;NO;;;;;
616;rusefi/rusefi;3142;https://github.com/rusefi/rusefi/pull/3142;Update options port usage and pin location;TRUE;NO;;;;;
617;rusefi/rusefi;3188;https://github.com/rusefi/rusefi/pull/3188;Bunch of small fixes related to EG33 board;TRUE;NO;;;;;
618;rusefi/rusefi;3204;https://github.com/rusefi/rusefi/pull/3204;Update main yaml;TRUE;NO;;;;;
619;rusefi/rusefi;3203;https://github.com/rusefi/rusefi/pull/3203;Board subaru fix pinout again and again;TRUE;NO;;;;;
620;rusefi/rusefi;3297;https://github.com/rusefi/rusefi/pull/3297;Make Proteus B23P14 ground;TRUE;YES;YES;;HIL_Interface with HIL;;
621;rusefi/rusefi;3316;https://github.com/rusefi/rusefi/pull/3316;dead code from MAP;TRUE;NO;;;;;
622;rusefi/rusefi;3342;https://github.com/rusefi/rusefi/pull/3342;ethernet;TRUE;NO;;;;;
623;rusefi/rusefi;3360;https://github.com/rusefi/rusefi/pull/3360;Fix simulator;TRUE;YES;YES;;Simulators_Installation and Setting;Resources_Change simulator settings;
624;rusefi/rusefi;3348;https://github.com/rusefi/rusefi/pull/3348;enable ethernet on atlas;TRUE;NO;;;;;
625;rusefi/rusefi;3394;https://github.com/rusefi/rusefi/pull/3394;Use SSH to upload firmware;TRUE;NO;;;;;
626;rusefi/rusefi;3407;https://github.com/rusefi/rusefi/pull/3407;Use SSH for remaining workflows;TRUE;NO;;;;;
627;rusefi/rusefi;3445;https://github.com/rusefi/rusefi/pull/3445;Prepare for openblt;TRUE;NO;;;;;
628;rusefi/rusefi;3489;https://github.com/rusefi/rusefi/pull/3489;unit test build times;TRUE;YES;NO;Build Duration_Unneeded tasks are scheduled in the build process;;;Build Process Organization_Update checks in the build process
629;rusefi/rusefi;3486;https://github.com/rusefi/rusefi/pull/3486;Openblt deliver;TRUE;NO;;;;;
630;rusefi/rusefi;3505;https://github.com/rusefi/rusefi/pull/3505;Compile each project s PCH to a separate file to reduce developer friction;TRUE;YES;NO;Builld Initialization_Inappropriate build environment clean-up strategy (i.e., whether to (not) use incremental builds);;;Build Process Organization_Reorganize build steps order of execution
631;rusefi/rusefi;3555;https://github.com/rusefi/rusefi/pull/3555;Use Valgrind to detect unitialized variable references;TRUE;YES;NO;Build Execution_Build steps are not properly ordered (e.g., static analysis could precede testing to avoid failing it very late);;;Build Process Organization_Reorganize build steps order of execution
632;rusefi/rusefi;3563;https://github.com/rusefi/rusefi/pull/3563;simulator gets a heap;TRUE;YES;YES;;Simulators_Installation and Setting;Resources_Change simulator settings;
633;rusefi/rusefi;3476;https://github.com/rusefi/rusefi/pull/3476;Basic framework for high pressure fuel pump control;TRUE;NO;;;;;
634;rusefi/rusefi;3582;https://github.com/rusefi/rusefi/pull/3582;detect more overflows with asan;TRUE;YES;NO;Quality Assurance_Quality checks/gates_Lacking relevant quality gates (e.g., memory issues);;;
635;rusefi/rusefi;3598;https://github.com/rusefi/rusefi/pull/3598;simulator writes binary log;TRUE;YES;YES;;Barriers_Resources_Limited Sw/Hw Resources;;
636;rusefi/rusefi;3600;https://github.com/rusefi/rusefi/pull/3600;Update the simulator TS port macros to match the rest of the product;TRUE;NO;;;;;
637;rusefi/rusefi;3610;https://github.com/rusefi/rusefi/pull/3610;setup script adjustments;TRUE;NO;;;;;
638;rusefi/rusefi;3641;https://github.com/rusefi/rusefi/pull/3641;Hellen 64 connector image;TRUE;NO;;;;;
639;rusefi/rusefi;3651;https://github.com/rusefi/rusefi/pull/3651;fix commit on every push;TRUE;YES;YES;;HIL_Interface with HIL;;
640;rusefi/rusefi;3706;https://github.com/rusefi/rusefi/pull/3706;Do compiler check first;TRUE;YES;NO;Build Outcome_Do not fail a build as soon as a failure/error is encountered;;;Build Process Organization_Reorganize build steps order of execution
641;rusefi/rusefi;3729;https://github.com/rusefi/rusefi/pull/3729;Update main yaml;TRUE;NO;;;;;
642;rusefi/rusefi;3731;https://github.com/rusefi/rusefi/pull/3731;96 00 miata connector site pic;TRUE;NO;;;;;
643;rusefi/rusefi;406;https://github.com/rusefi/rusefi/pull/406;BOARDSRC_CPP and compatibility issues pull request;TRUE;NO;;;;;
644;rusefi/rusefi;520;https://github.com/rusefi/rusefi/pull/520;Idle with incremental PID CIC EFI_IDLE_INCREMENTAL_PID_CIC;TRUE;NO;;;;;
645;rusefi/rusefi;687;https://github.com/rusefi/rusefi/pull/687;Migrating to chibios18;TRUE;YES;NO;Build Execution_Include unneeded environment;;;Performance_Cleanup build matrix
646;rusefi/rusefi;929;https://github.com/rusefi/rusefi/pull/929;add sensor framework tests;TRUE;YES;YES;;Throroughness_Phases_Automated HIL testing impossible dues to too many different real devices;;
647;rusefi/rusefi;1020;https://github.com/rusefi/rusefi/pull/1020;Build prometheus with makefiles instead of batch scripts;TRUE;NO;;;;;
648;rusefi/rusefi;1132;https://github.com/rusefi/rusefi/pull/1132;Stricter compile options;TRUE;YES;NO;Build Outcome_A build is succeeded when a task is failed or an error is thrown;;;Build Policy_Change how the build outcome is determined
649;rusefi/rusefi;1128;https://github.com/rusefi/rusefi/pull/1128;Switch to GitHub hosted compiler;TRUE;YES;NO;Build Dependencies Management;;;Build Policy_Change the dependencies' installation policy
650;rusefi/rusefi;1184;https://github.com/rusefi/rusefi/pull/1184;Move can_hw cpp in to drivers folder;TRUE;NO;;;;;
651;rusefi/rusefi;1520;https://github.com/rusefi/rusefi/pull/1520;Fix boards;TRUE;NO;;;;;
652;rusefi/rusefi;1544;https://github.com/rusefi/rusefi/pull/1544;gen_live_documentation cache;TRUE;NO;;;;;
653;rusefi/rusefi;1562;https://github.com/rusefi/rusefi/pull/1562;Convert integration_and_primary_bundle scripts to sh;TRUE;NO;;;;;
654;rusefi/rusefi;1618;https://github.com/rusefi/rusefi/pull/1618;Upload build artifacts;TRUE;YES;NO;Build Execution_Tasks are not properly distributed among different build stages (e.g., load testing is done in the commit stage);;;Build Process Organization_Reorganize build steps order of execution
655;rusefi/rusefi;1691;https://github.com/rusefi/rusefi/pull/1691;Kicad diff action;TRUE;NO;;;;;
656;rusefi/rusefi;1582;https://github.com/rusefi/rusefi/pull/1582;trace global lock unlock;TRUE;NO;;;;;
657;rusefi/rusefi;877;https://github.com/rusefi/rusefi/pull/877;Small fix for simulator bootloader;TRUE;NO;;;;;
658;rusefi/rusefi;1829;https://github.com/rusefi/rusefi/pull/1829;add analog inputs to switches;TRUE;NO;;;;;
659;rusefi/rusefi;1910;https://github.com/rusefi/rusefi/pull/1910;fix MRE digital input mapping;TRUE;NO;;;;;
660;rusefi/rusefi;1951;https://github.com/rusefi/rusefi/pull/1951;fix actions;TRUE;NO;;;;;
